hdbscan,umap,nb_topics,entropy,u_mass,diversity,nb_outliers,distance,model,c_v,purity,distance_with_purity
6_2,10_5,5,1.49363746714273,-0.3484552157735251,1.0,7,0.5943700252120742,"BERTopic(calculate_probabilities=True, ctfidf_model=ClassTfidfTransformer(...), embedding_model=<bertopic.backend._sentencetransformers.SentenceTransformerBackend object at 0x7e438c9847d0>, hdbscan_model=HDBSCAN(...), language=None, low_memory=False, min_topic_size=10, n_gram_range=(1, 1), nr_topics=None, representation_model=None, seed_topic_list=None, top_n_words=10, umap_model=<bertopic.dimensionality._base.BaseDimensionalityReduction object at 0x7e4372a1b980>, vectorizer_model=CountVectorizer(...), verbose=False, zeroshot_min_similarity=0.7, zeroshot_topic_list=None)",0.3814844678460389,0.3814844678460389,0.8306190766902128
8_2,10_5,4,1.3354612454672177,-0.3994999838038195,1.0,6,1.0287200039541267,"BERTopic(calculate_probabilities=True, ctfidf_model=ClassTfidfTransformer(...), embedding_model=<bertopic.backend._sentencetransformers.SentenceTransformerBackend object at 0x7e4372afc230>, hdbscan_model=HDBSCAN(...), language=None, low_memory=False, min_topic_size=10, n_gram_range=(1, 1), nr_topics=None, representation_model=None, seed_topic_list=None, top_n_words=10, umap_model=<bertopic.dimensionality._base.BaseDimensionalityReduction object at 0x7e438c9845f0>, vectorizer_model=CountVectorizer(...), verbose=False, zeroshot_min_similarity=0.7, zeroshot_topic_list=None)",0.4133791575892578,0.4133791575892578,1.0270405416250008
6_2,5_3,4,1.328930026147667,-0.40708057238899625,1.0,5,1.048785014144143,"BERTopic(calculate_probabilities=True, ctfidf_model=ClassTfidfTransformer(...), embedding_model=<bertopic.backend._sentencetransformers.SentenceTransformerBackend object at 0x7e4372b78cd0>, hdbscan_model=HDBSCAN(...), language=None, low_memory=False, min_topic_size=10, n_gram_range=(1, 1), nr_topics=None, representation_model=None, seed_topic_list=None, top_n_words=10, umap_model=<bertopic.dimensionality._base.BaseDimensionalityReduction object at 0x7e43802fe490>, vectorizer_model=CountVectorizer(...), verbose=False, zeroshot_min_similarity=0.7, zeroshot_topic_list=None)",0.43235242145993663,0.43235242145993663,1.0
8_2,5_3,4,1.328930026147667,-0.40708057238899625,1.0,5,1.048785014144143,"BERTopic(calculate_probabilities=True, ctfidf_model=ClassTfidfTransformer(...), embedding_model=<bertopic.backend._sentencetransformers.SentenceTransformerBackend object at 0x7e4372b7a5d0>, hdbscan_model=HDBSCAN(...), language=None, low_memory=False, min_topic_size=10, n_gram_range=(1, 1), nr_topics=None, representation_model=None, seed_topic_list=None, top_n_words=10, umap_model=<bertopic.dimensionality._base.BaseDimensionalityReduction object at 0x7e4372b7a210>, vectorizer_model=CountVectorizer(...), verbose=False, zeroshot_min_similarity=0.7, zeroshot_topic_list=None)",0.43235242145993663,0.43235242145993663,1.0
4_2,10_5,6,1.5980669005572194,-0.478107899225467,1.0,9,1.0536263518756996,"BERTopic(calculate_probabilities=True, ctfidf_model=ClassTfidfTransformer(...), embedding_model=<bertopic.backend._sentencetransformers.SentenceTransformerBackend object at 0x7e4372f6a350>, hdbscan_model=HDBSCAN(...), language=None, low_memory=False, min_topic_size=10, n_gram_range=(1, 1), nr_topics=None, representation_model=None, seed_topic_list=None, top_n_words=10, umap_model=<bertopic.dimensionality._base.BaseDimensionalityReduction object at 0x7e4372f6b550>, vectorizer_model=CountVectorizer(...), verbose=False, zeroshot_min_similarity=0.7, zeroshot_topic_list=None)",0.3377904906592533,0.3377904906592533,1.4142135623730951
